failure,smart_1_normalized,smart_1_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_12_normalized,smart_12_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw
1,120,1732960,92,0,100,37,100,0,81,164619949,83,15737,100,0,100,37,100,0,100,0,97,3,100,0,87,13,76,24,100,0,100,31,100,1309,24,24,100,0,100,0,200,0,100,15646,100,22364084626,100,1.02457E+11
1,105,10009448,96,0,100,4,100,0,87,584823897,88,10905,100,0,100,4,100,0,100,0,100,0,100,0,99,1,71,29,100,0,100,1,98,5605,29,29,100,0,100,0,200,0,100,10860,100,17798387137,100,1.36628E+11
1,116,103926048,94,0,100,6,100,0,84,273930353,93,6801,100,0,100,6,99,1,100,0,100,0,100,0,100,0,78,22,100,0,100,0,90,20074,22,22,100,8,100,8,200,76,100,6678,100,26256444568,100,12098173259
1,114,210102809,93,0,100,7,100,8,87,535966077,90,9128,100,0,100,7,100,0,100,0,97,3,100,0,100,0,71,29,100,0,100,0,95,10258,29,29,100,0,100,0,200,0,100,9087,100,16730029317,100,1.35802E+11
0,118,193067240,94,0,100,7,100,0,85,338920067,90,9560,100,0,100,6,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,94,12351,21,21,100,0,100,0,200,0,100,8838,100,13443910130,100,1.09062E+11
0,117,155386672,91,0,100,8,100,0,87,484473598,78,19715,100,0,100,8,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,5,99,2062,27,27,100,0,100,0,200,0,100,19636,100,24260513892,100,2.36299E+11
0,108,19249104,99,0,100,1,100,0,78,61849302,99,1622,100,0,100,1,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,97,6772,21,21,100,0,100,0,200,0,100,1474,100,9540526768,100,654520510
0,110,28169904,91,0,100,9,100,0,84,283445335,81,17284,100,0,100,9,99,1,100,0,100,0,100,0,83,17,78,22,100,0,100,4,81,39335,22,22,100,0,100,0,200,0,100,17123,100,21844098914,100,2.0975E+11
0,113,52436104,91,0,100,8,100,0,84,289355869,81,17285,100,0,100,8,99,1,100,0,100,0,100,1,89,11,72,28,100,0,100,1,94,13257,28,28,100,0,100,0,200,0,100,17230,100,22107120144,100,2.01654E+11
0,114,69803696,97,0,100,3,100,0,64,2971350,100,296,100,0,100,3,100,0,100,0,100,0,100,0,100,0,72,28,100,0,100,0,98,4284,28,28,100,0,100,0,200,0,100,229,100,739818224,100,265192258
0,119,217563160,100,0,100,2,100,0,82,191847785,95,4642,100,0,100,0,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,88,24545,21,21,100,0,100,0,200,0,100,4503,100,21213546344,100,5799819106
0,117,126408496,93,0,100,7,100,0,83,209098147,79,18727,100,0,100,7,100,0,100,0,100,0,100,0,94,6,74,26,100,0,100,3,96,9061,26,26,100,0,100,0,200,0,100,1.50702E+14,100,22934704010,100,57020898478
0,115,90632992,99,0,100,1,100,0,83,221072759,94,6059,100,0,100,1,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,86,29951,22,22,100,0,100,0,200,0,100,5928,100,24287487712,100,3689791839
0,111,36835688,99,0,100,1,100,0,84,286078012,93,6801,100,0,100,1,100,0,100,0,100,0,100,0,100,0,70,30,100,0,100,0,90,20821,30,30,100,0,100,0,200,0,100,6677,100,27271018440,100,8512773286
0,117,131697760,92,0,100,10,100,0,84,284300218,82,16566,100,0,100,10,100,0,100,0,100,0,100,0,97,3,72,28,100,0,100,5,96,8371,28,28,100,0,100,0,200,0,100,16526,100,21868144212,100,2.02098E+11
0,117,167726816,91,0,100,8,100,0,85,348527823,91,8479,100,0,100,8,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,0,79,43971,20,20,100,0,100,0,200,0,100,8328,100,29276629192,100,22666288685
1,119,234406736,96,0,100,4,100,0,87,521347057,88,11049,100,0,100,4,100,0,100,0,100,0,100,0,99,1,74,26,100,0,100,0,100,1954,26,26,100,0,100,0,200,0,100,11024,100,17802865593,100,1.22118E+11
0,118,192261792,91,0,100,12,100,0,86,407271286,79,18525,100,0,100,12,100,0,100,0,100,0,100,0,94,6,75,25,100,0,100,3,94,12304,25,25,100,0,100,0,200,0,100,18474,100,24360378258,100,1.1067E+11
0,118,173910440,93,0,100,7,100,0,81,167542236,95,4639,100,0,100,7,100,0,100,0,100,0,100,0,100,0,72,28,100,0,100,1,81,38716,28,28,100,0,100,0,200,0,100,4327,100,20205528504,100,2059828347
0,115,99106520,96,0,100,4,100,0,80,114085787,97,2967,100,0,100,4,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,100,619,24,24,100,0,100,0,200,0,100,2965,100,9774090995,100,11738543105
1,113,53601936,92,0,100,11,100,0,87,552802219,88,11282,100,0,100,11,100,0,100,0,100,0,100,0,99,1,77,23,100,0,100,5,87,27283,23,23,100,24,100,24,200,0,100,11156,100,17936518569,100,1.64169E+11
1,110,29028688,91,0,100,22,100,0,85,352257053,80,18216,100,0,100,22,100,0,100,0,100,0,100,0,93,7,74,26,100,0,100,12,98,4507,26,26,100,24,100,24,200,0,100,18115,100,25325845726,100,1.23118E+11
0,110,28331840,97,0,100,3,100,0,85,337378397,91,8529,100,0,100,3,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,79,43660,21,21,100,0,100,0,200,0,100,8379,100,29360669592,100,18419003108
0,112,43816288,93,0,100,7,100,0,82,168050580,95,4663,100,0,100,7,100,0,100,0,100,0,100,0,100,0,71,29,100,0,100,0,81,38824,29,29,100,0,100,0,200,0,100,4350,100,20237851312,100,2063481298
0,117,142958752,96,0,100,4,100,0,80,115157674,97,2991,100,0,100,4,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,100,619,23,23,100,0,100,0,200,0,100,2989,100,9803582119,100,11805059899
0,117,164996968,98,0,100,2,100,0,87,527103247,89,9995,100,0,100,2,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,0,100,248,27,27,100,0,100,0,200,0,100,9993,100,17165853096,100,1.30356E+11
0,101,3572936,91,0,100,8,100,0,84,291983576,81,17333,100,0,100,8,99,1,100,0,100,0,100,1,89,11,72,28,100,0,100,1,94,13257,28,28,100,0,100,0,200,0,100,17278,100,22143712006,100,2.01796E+11
0,119,208832736,98,0,100,2,100,0,85,355492534,91,8436,100,0,100,2,99,1,100,0,100,0,100,0,100,0,73,27,100,0,100,0,100,1685,27,27,100,0,100,0,200,0,100,8429,100,14794430471,100,55853736451
1,114,219468633,92,0,100,8,100,0,87,551998106,88,11358,100,0,100,8,100,0,100,0,99,1,100,0,97,3,76,24,100,0,100,5,99,2909,24,24,100,56,100,56,200,0,100,11347,100,17581883933,100,1.20443E+11
1,120,236222968,99,0,100,1,100,0,87,654326385,88,11382,100,0,100,1,100,0,100,0,100,0,100,0,98,2,78,22,100,0,100,0,100,171,22,22,100,96,100,96,200,0,100,11381,100,18096848350,100,1.40985E+11
0,110,25910560,96,0,100,4,100,0,87,478801759,89,10014,100,0,100,4,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,0,98,5079,27,27,100,0,100,0,200,0,100,9974,100,17821010951,100,40213667046
0,113,50707656,95,0,100,5,100,0,87,578180870,88,11357,100,0,100,5,100,0,100,0,100,0,100,0,97,3,78,22,100,0,100,1,98,5528,22,22,100,0,100,0,200,0,100,11338,100,18749277251,100,1.23928E+11
0,115,85468168,96,0,100,4,100,0,81,117850458,97,3064,100,0,100,4,100,0,100,0,100,0,100,0,100,0,75,25,100,0,100,0,100,619,25,25,100,0,100,0,200,0,100,3061,100,9833538689,100,12044797984
0,106,11230352,92,0,100,10,100,0,87,472880966,90,8981,100,0,100,10,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,98,5173,21,21,100,0,100,0,200,0,100,8961,100,17136208029,100,1.21143E+11
0,118,169036224,91,0,100,8,100,0,84,295894990,81,17405,100,0,100,8,99,1,100,0,100,0,100,1,89,11,69,31,100,0,100,1,94,13257,31,31,100,0,100,0,200,0,100,17350,100,22181347448,100,2.02037E+11
0,115,88133624,98,0,100,2,100,0,85,358414759,91,8508,100,0,100,2,99,1,100,0,100,0,100,0,100,0,72,28,100,0,100,0,100,1685,28,28,100,0,100,0,200,0,100,8501,100,14844795242,100,56057946323
1,117,129420504,92,0,100,11,100,0,84,265711352,93,6953,100,0,100,11,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,89,22853,22,22,100,48,100,48,200,0,100,6822,100,25463744354,100,8547056124
1,109,24563680,92,0,100,8,100,0,88,732242586,75,22418,100,0,100,8,100,0,100,0,100,0,100,0,98,2,73,27,100,0,100,3,96,9265,27,27,100,32,100,32,200,0,100,1.02319E+14,100,27387119148,100,1.30579E+11
1,119,229046984,92,0,100,17,100,0,87,514057944,78,19996,100,0,100,17,100,0,100,0,100,0,100,0,100,0,72,28,100,0,100,8,91,19833,28,28,100,0,100,0,200,0,100,19902,100,25149205306,100,2.41217E+11
1,117,142255632,94,0,100,6,100,0,81,120980143,82,15853,100,0,100,6,100,0,100,0,92,8,100,0,100,0,78,22,100,0,100,0,95,10173,22,22,100,40,100,40,200,0,100,15806,100,23366858698,100,1.08659E+11
1,115,85796968,92,0,100,15,100,0,87,494918987,78,19996,100,0,100,15,100,0,100,0,100,0,100,0,95,5,72,28,100,0,100,6,90,20406,28,28,100,24,100,24,200,0,100,19899,100,24536589702,100,2.42515E+11
1,113,55677520,98,0,100,2,100,0,82,181153208,96,3897,100,0,100,2,100,0,100,0,100,0,100,0,100,0,67,33,100,0,100,0,94,12907,33,33,100,0,100,0,200,0,100,3808,100,20971665640,100,2381863034
0,116,110646960,99,0,100,1,100,0,87,602738307,89,10087,100,0,100,1,100,0,100,0,100,0,100,0,100,0,66,34,100,0,100,0,100,86,34,34,100,0,100,0,200,0,100,10085,100,17908240912,100,1.39859E+11
0,115,99497160,96,0,100,4,100,0,84,279696166,93,6945,100,0,100,4,100,0,100,0,100,0,100,0,100,0,84,16,100,0,100,0,90,21973,16,16,100,0,100,0,200,0,100,6817,100,27334244376,100,7539707187
0,113,51823624,99,0,100,1,100,0,78,70612932,98,1766,100,0,100,1,100,0,100,0,100,0,100,0,100,0,71,29,100,0,100,0,97,6634,29,29,100,0,100,0,200,0,100,1624,100,10422934432,100,687145979
0,116,108443704,91,0,100,20,100,0,87,500903734,78,19860,100,0,100,20,100,0,100,0,100,0,100,0,97,3,72,28,100,0,100,13,78,44358,28,28,100,0,100,0,200,0,100,2.22441E+14,100,33320734378,100,2.03508E+11
0,111,40644688,96,0,100,4,100,0,75,33707892,99,1155,100,0,100,4,100,0,100,0,100,0,100,0,100,0,69,31,100,0,100,0,86,29039,31,31,100,0,100,0,200,0,100,921,100,5681774840,100,456206896
0,117,153232560,92,0,100,9,100,0,80,102598860,98,2286,100,0,100,9,100,0,100,0,100,0,100,0,100,0,70,30,100,0,100,0,98,5148,30,30,100,0,100,0,200,0,100,2232,100,14428454104,100,1081104402
0,119,232550864,99,0,100,1,100,0,81,163644452,97,3203,100,0,100,1,100,0,100,0,100,0,100,0,100,0,65,35,100,0,100,0,98,5588,35,35,100,0,100,0,200,0,100,3103,100,17691920080,100,12130749807
0,117,161539544,97,0,100,3,100,0,80,106890291,98,2267,100,0,100,3,100,0,100,0,100,0,100,0,100,0,65,35,100,0,100,0,98,4844,35,35,100,0,100,0,200,0,100,2222,100,14414560632,100,1239879959
0,118,178813112,97,0,100,3,100,0,69,9941196,100,440,100,0,100,3,100,0,100,0,100,0,100,0,100,0,67,33,100,0,100,0,97,6071,33,33,100,0,100,0,200,0,100,368,100,1934738824,100,331664827
0,120,242087528,95,0,100,5,100,0,87,494374841,88,11361,100,0,100,5,100,0,100,0,100,0,100,0,99,1,79,21,100,0,100,0,92,16493,21,21,100,0,100,0,200,0,100,11290,100,15025706681,100,67954049700
0,118,187467328,100,0,100,4,100,0,83,222631321,95,4833,100,0,100,0,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,99,3802,23,23,100,0,100,0,200,0,100,4819,100,23097651496,100,3060881484
0,108,20709664,95,0,100,5,100,0,75,35433783,99,1436,100,0,100,5,100,0,100,0,100,0,100,0,100,0,71,29,100,0,100,0,85,30100,29,29,100,0,100,0,200,0,100,1154,100,5864250328,100,395841436
0,110,28515192,96,0,100,4,100,0,78,81494637,98,2121,100,0,100,4,100,0,100,0,100,0,100,0,100,0,67,33,100,0,100,0,95,10287,33,33,100,0,100,0,200,0,100,1993,100,11733746568,100,784480201
0,108,16609016,95,0,100,5,100,0,85,347982942,91,8629,100,0,100,5,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,79,43172,22,22,100,0,100,0,200,0,100,8476,100,28858935080,100,22742416161
0,103,5338664,100,0,100,4,100,0,83,206488514,95,4834,100,0,100,0,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,99,3010,23,23,100,0,100,0,200,0,100,4822,100,21541186392,100,2581697020
0,113,55691496,99,0,100,1,100,0,84,255541662,94,5797,100,0,100,1,100,0,100,0,100,0,100,0,100,0,67,33,100,0,100,0,80,40080,33,33,100,0,100,0,200,0,100,5518,100,23268810344,100,11274415524
0,110,25766776,97,0,100,3,100,0,75,37532551,99,1464,100,0,100,2,100,0,100,0,100,0,100,0,100,0,64,36,100,0,100,0,85,30988,36,36,100,0,100,0,200,0,100,1074,100,6249017560,100,433701271
0,119,209717384,93,0,100,7,100,0,87,512105597,78,19688,100,0,100,7,99,1,100,0,100,0,100,0,96,4,77,23,100,0,100,3,98,5609,23,23,100,0,100,0,200,0,100,1.2595E+14,100,24980958276,100,2.30932E+11
1,114,68694776,92,0,100,9,100,0,88,772245162,74,22973,100,0,100,9,100,0,100,0,96,4,100,0,99,1,77,23,100,0,100,2,92,16154,23,23,100,0,100,0,200,0,100,7.10559E+13,100,26398846396,100,1.32222E+11
1,117,119219336,93,0,100,7,98,1840,87,538313201,87,11407,100,0,100,7,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,1,86,28381,26,26,100,40,100,40,200,0,100,11300,100,17478965275,100,1.41572E+11
0,116,102663560,91,0,100,8,100,0,89,806569485,83,15344,100,0,100,8,99,1,100,0,100,0,100,0,95,5,76,24,100,0,100,1,93,15876,24,24,100,0,100,0,200,0,100,15097,100,18293531598,100,52527204338
0,114,76024352,96,0,100,4,100,0,75,36174589,99,1325,100,0,100,3,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,85,30370,26,26,100,0,100,0,200,0,100,935,100,6061140576,100,422005109
0,118,169521768,95,0,100,5,100,0,87,583417075,87,11405,100,0,100,5,100,0,100,0,100,0,100,0,98,2,76,24,100,0,100,1,98,5382,24,24,100,0,100,0,200,0,100,11386,100,18870701838,100,1.32425E+11
0,118,179113880,95,0,100,5,100,0,88,711625497,90,9347,100,0,100,5,1,4466,100,0,100,0,100,0,100,0,70,30,100,0,100,0,96,9384,30,30,100,0,100,0,200,564,100,9312,100,17038992466,100,1.79328E+11
0,115,98802096,92,0,100,8,100,0,87,494030995,88,11384,100,0,100,8,97,3,100,0,100,0,100,0,91,9,77,23,100,0,100,4,92,16049,23,23,100,0,100,0,200,0,100,11317,100,15057781895,100,68439694450
0,108,19284080,91,0,100,12,100,0,88,759825676,74,22975,100,0,100,12,100,0,100,0,100,0,100,0,95,5,75,25,100,0,100,5,94,13963,25,25,100,0,100,0,200,0,100,1.01065E+14,100,26327026126,100,1.39613E+11
1,117,145460456,92,0,100,58,100,0,86,459691966,77,20683,100,0,100,58,100,0,100,0,99,1,100,0,99,1,74,26,100,0,100,51,91,18726,26,26,100,40,100,40,200,0,100,20536,100,24674118468,100,1.239E+11
1,117,166667008,92,0,100,9,100,24,88,749763705,87,11401,100,0,100,9,100,0,100,0,97,3,100,0,93,7,84,16,100,0,100,0,87,27830,16,16,100,16,100,16,200,0,100,11300,100,20340472721,100,1.90513E+11
1,108,18626200,94,0,100,6,100,0,87,555435120,87,11431,100,0,100,6,100,0,100,0,98,2,100,0,93,7,74,26,100,0,100,1,98,4498,26,26,96,792,96,792,200,0,100,11413,100,17605745480,100,1.28135E+11
1,115,95999096,99,0,100,1,100,0,82,190579364,96,3927,100,0,100,1,100,0,100,0,100,0,100,0,100,0,65,35,100,0,100,0,94,13014,35,35,100,8,100,8,200,0,100,3841,100,21377915448,100,3901941025
0,116,104925592,97,0,100,3,100,0,87,534116148,88,10901,100,0,100,3,100,0,100,0,100,0,100,0,100,0,75,25,100,0,100,0,90,20312,25,25,100,0,100,0,200,0,100,10843,100,18343657891,100,1.11452E+11
0,117,137955840,98,0,100,2,100,0,84,276479055,81,16760,100,0,100,2,100,0,100,0,100,0,100,0,86,14,75,25,100,0,100,1,100,675,25,25,100,0,100,0,200,0,100,16756,100,22975848518,100,1.13086E+11
0,117,134910856,93,0,100,7,100,0,72,15187388,100,487,100,0,100,7,100,0,100,0,100,0,100,0,100,0,66,34,100,0,100,0,98,4101,34,34,100,0,100,0,200,0,100,422,100,3021733952,100,761215460
0,116,114212112,91,0,100,9,100,0,84,294003380,81,17476,100,0,100,9,99,1,100,0,100,0,100,0,83,17,78,22,100,0,100,4,81,39335,22,22,100,0,100,0,200,0,100,17315,100,21966298434,100,2.10356E+11
0,105,8436584,92,0,100,14,100,0,88,736154463,75,22444,100,0,100,14,100,0,100,0,100,0,100,0,97,3,76,24,100,0,100,7,95,10458,24,24,100,0,100,0,200,0,100,22392,100,29839213144,100,1.32286E+11
0,108,19442896,99,0,100,1,100,0,78,73262121,98,1814,100,0,100,1,100,0,100,0,100,0,100,0,100,0,75,25,100,0,100,0,97,6798,25,25,100,0,100,0,200,0,100,1668,100,10657358032,100,725148934
0,119,224117160,99,0,100,2,100,0,75,38143559,99,1350,100,0,100,1,100,0,100,0,100,0,100,0,100,0,71,29,100,0,100,0,85,30397,29,29,100,0,100,0,200,0,100,967,100,6445118296,100,433574388
0,117,156800024,98,0,100,2,100,0,72,17280006,100,491,100,0,100,2,100,0,100,0,100,0,100,0,100,0,67,33,100,0,100,0,98,5677,33,33,100,0,100,0,200,0,100,453,100,3144901544,100,774994818
0,117,123981048,91,0,100,9,100,0,84,326879366,81,17477,100,0,100,9,99,1,100,0,100,0,100,0,92,8,76,24,100,0,100,1,91,18036,24,24,100,0,100,0,200,0,100,17404,100,23548075822,100,1.93558E+11
0,113,52530576,98,0,100,2,100,0,85,390806698,91,8670,100,0,100,2,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,0,79,42424,20,20,100,0,100,0,200,0,100,8519,100,30802640488,100,25686527231
0,117,156591304,94,0,100,6,100,0,87,482590019,90,9156,100,0,100,6,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,97,6175,22,22,100,0,100,0,200,0,100,9130,100,17494732225,100,1.42015E+11
0,118,171634472,92,0,100,11,100,0,85,375079729,91,8671,100,0,100,11,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,78,44967,21,21,100,0,100,0,200,0,100,8515,100,30754526904,100,1.86442E+11
1,115,89446640,92,0,100,8,100,0,87,486746989,90,9102,100,0,100,8,100,0,100,0,96,4,100,5,100,0,76,24,100,0,100,0,96,8542,24,24,100,0,100,0,200,0,100,9066,100,17434240903,100,1.46497E+11
0,117,166519016,91,0,100,27,100,0,87,511256642,78,19725,100,0,100,27,100,0,100,0,100,0,100,0,92,8,76,24,100,0,100,7,97,7640,24,24,100,0,100,0,200,0,100,19675,100,27561248034,100,2.32237E+11
0,108,14748784,99,0,100,1,100,0,81,132945207,97,2913,100,0,100,1,100,0,100,0,100,0,100,0,100,0,68,32,100,0,100,0,100,1982,32,32,100,0,100,0,200,0,100,2844,100,17056059888,100,1444909296
0,117,121648624,95,0,100,5,100,0,87,585270729,87,11453,100,0,100,5,100,0,100,0,100,0,100,0,98,2,75,25,100,0,100,1,98,5382,25,25,100,0,100,0,200,0,100,11433,100,18893277937,100,1.32579E+11
1,117,162966640,97,0,100,3,100,0,75,38939573,99,1251,100,0,100,3,100,0,100,0,100,0,100,0,100,0,68,32,100,0,100,0,86,29778,32,32,100,16,100,16,200,0,100,1015,100,6572065912,100,439009498
1,99,37878617,99,0,100,1,100,8,81,138952858,96,3728,100,0,100,1,100,0,100,0,98,2,100,0,100,0,67,33,100,0,100,0,97,7327,33,33,100,0,100,0,200,0,100,3496,100,17707517840,100,1683783628
1,102,5103800,98,0,100,2,100,0,87,655177948,87,11502,100,0,100,2,100,0,100,0,100,0,100,0,99,1,79,21,100,0,100,0,99,2741,21,21,100,88,100,88,200,0,100,11492,100,18110899270,100,1.49178E+11
0,106,11219280,91,0,100,27,100,0,87,512568992,78,19748,100,0,100,27,100,0,100,0,100,0,100,0,92,8,76,24,100,0,100,7,97,7640,24,24,100,0,100,0,200,0,100,19698,100,27572020448,100,2.32317E+11
0,117,161280304,91,0,100,22,100,0,86,455751026,79,18762,100,0,100,22,100,0,100,0,100,0,100,0,78,22,77,23,100,0,100,18,100,1119,23,23,100,0,100,0,200,0,100,18751,100,25287503436,100,1.19315E+11
0,105,10169256,95,0,100,5,100,0,87,586221258,87,11477,100,0,100,5,100,0,100,0,100,0,100,0,98,2,75,25,100,0,100,1,98,5382,25,25,100,0,100,0,200,0,100,11458,100,18909667510,100,1.32661E+11
0,119,225674200,94,0,100,6,100,0,83,227825802,96,3512,100,0,100,6,100,0,100,0,100,0,100,0,100,0,64,36,100,0,100,1,100,338,36,36,100,0,100,0,200,0,100,3483,100,12082379235,100,68925213042
0,115,87493952,91,0,100,8,100,0,84,302721211,80,17525,100,0,100,8,99,1,100,0,100,0,100,1,89,11,69,31,100,0,100,1,94,13257,31,31,100,0,100,0,200,0,100,17470,100,22272046006,100,2.02451E+11
0,118,198346928,92,0,100,19,100,0,88,723652404,82,16318,100,0,100,19,99,1,100,0,100,0,100,0,85,15,73,27,100,0,100,5,16,169786,27,27,100,0,100,0,200,0,100,15622,100,21098918626,100,2.1551E+11
0,115,86383080,91,0,100,14,100,0,85,347042493,91,8723,100,0,100,13,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,78,45450,26,26,100,0,100,0,200,0,100,8553,100,29411089384,100,31428210289
0,114,81809928,98,0,100,2,100,0,72,20877663,100,539,100,0,100,2,100,0,100,0,100,0,100,0,100,0,65,35,100,0,100,0,98,5677,35,35,100,0,100,0,200,0,100,501,100,3732998464,100,791773445
0,119,211913104,95,0,100,5,100,0,87,602883989,87,11456,100,0,100,5,100,0,100,0,100,0,100,0,97,3,77,23,100,0,100,0,97,7039,23,23,100,0,100,0,200,0,100,11423,100,17864934675,100,1.44136E+11
1,105,7630600,91,0,100,16,100,0,78,70222830,84,14504,100,0,100,16,100,0,100,0,98,2,100,0,95,5,80,20,100,0,100,10,93,15624,20,20,100,32,100,32,200,0,100,14451,100,22452259324,100,1.76773E+11
1,115,92245512,94,0,100,6,100,0,87,656721916,87,11551,100,0,100,6,100,0,100,0,97,3,100,0,98,2,76,24,100,0,100,4,99,3443,24,24,100,8,100,8,200,0,100,11537,100,18121071893,100,1.56995E+11
0,113,51513304,91,0,100,27,100,0,87,515292761,78,19797,100,0,100,27,100,0,100,0,100,0,100,0,92,8,75,25,100,0,100,7,97,7640,25,25,100,0,100,0,200,0,100,19747,100,27602605114,100,2.32455E+11
0,111,31977752,99,0,100,1,100,0,81,135058459,97,2985,100,0,100,1,100,0,100,0,100,0,100,0,100,0,68,32,100,0,100,0,100,1997,32,32,100,0,100,0,200,0,100,2916,100,17164632384,100,1474865626
0,117,125280800,92,0,100,38,100,0,87,502631062,78,19526,100,0,100,38,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,24,97,7361,26,26,100,0,100,0,200,0,100,19466,100,25409615682,100,2.25973E+11
0,116,110418824,94,0,100,6,100,0,83,230718594,96,3560,100,0,100,6,100,0,100,0,100,0,100,0,100,0,64,36,100,0,100,1,100,338,36,36,100,0,100,0,200,0,100,3530,100,12145479991,100,73857787795
0,113,55610616,91,0,100,8,100,0,84,305555463,80,17573,100,0,100,8,99,1,100,0,100,0,100,1,89,11,70,30,100,0,100,1,94,13257,30,30,100,0,100,0,200,0,100,17518,100,22308413288,100,2.02595E+11
0,114,82842072,100,0,100,2,100,0,82,197617776,95,4930,100,0,100,0,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,88,24831,26,26,100,0,100,0,200,0,100,4786,100,22113491184,100,5075929249
1,115,90373072,99,0,100,1,100,0,79,88877517,98,2242,100,0,100,1,100,0,100,0,99,1,100,0,100,0,76,24,100,0,100,0,95,10343,24,24,100,24,100,24,200,0,100,2126,100,12138267280,100,939905056
1,118,193808440,97,0,100,3,100,0,87,622054965,87,11528,100,0,100,3,100,0,100,0,100,0,100,0,99,1,77,23,100,0,100,0,99,3259,23,23,100,24,100,24,200,0,100,11510,100,18939706153,100,1.2893E+11
1,117,120570920,94,0,100,7,100,208,88,778608655,74,23095,100,0,100,7,100,0,100,0,93,7,100,4295032834,96,4,74,26,100,0,100,3,99,3415,26,26,100,40,100,40,200,0,100,1.94304E+14,100,26447411224,100,1.31768E+11
0,119,220547136,91,0,100,27,100,0,87,516597575,78,19820,100,0,100,27,100,0,100,0,100,0,100,0,92,8,75,25,100,0,100,7,97,7640,25,25,100,0,100,0,200,0,100,19770,100,27616345282,100,2.3252E+11
0,113,53345992,99,0,100,1,100,0,81,152187875,97,3371,100,0,100,1,100,0,100,0,100,0,100,0,100,0,63,37,100,0,100,0,98,5595,37,37,100,0,100,0,200,0,100,3274,100,18229482352,100,1800279687
0,106,11499384,92,0,100,38,100,0,87,504176946,78,19551,100,0,100,38,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,24,97,7361,27,27,100,0,100,0,200,0,100,19490,100,25439883264,100,2.26048E+11
0,119,203943336,94,0,100,6,100,0,83,232246555,96,3584,100,0,100,6,100,0,100,0,100,0,100,0,100,0,64,36,100,0,100,1,100,338,36,36,100,0,100,0,200,0,100,3555,100,12182046771,100,74191824976
0,115,98004096,91,0,100,8,100,0,84,306950308,80,17597,100,0,100,8,99,1,100,0,100,0,100,1,89,11,67,33,100,0,100,1,94,13257,33,33,100,0,100,0,200,0,100,17542,100,22326262956,100,2.02671E+11
0,119,206922136,91,0,100,9,100,0,84,280491158,80,17596,100,0,100,9,100,0,100,0,100,0,100,0,88,12,77,23,100,0,100,4,82,37045,23,23,100,0,100,0,200,0,100,17445,100,21659907190,100,2.19946E+11
0,113,52485328,91,0,100,14,100,0,85,348655680,90,8795,100,0,100,13,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,0,78,45806,27,27,100,0,100,0,200,0,100,8624,100,29460892816,100,31459653994
0,114,68142240,98,0,100,2,100,0,74,26566385,100,612,100,0,100,2,100,0,100,0,100,0,100,0,100,0,68,32,100,0,100,0,98,5677,32,32,100,0,100,0,200,0,100,573,100,4657139400,100,811415258
0,118,174637648,91,0,100,16,100,0,87,522199354,77,20162,100,0,100,16,100,0,100,0,100,0,100,0,98,2,74,26,100,0,100,5,90,20729,26,26,100,0,100,0,200,0,100,20066,100,25225997573,100,2.49333E+11
